character	reading	class	reference	encoding	usage
𠹯	bẹ	【音】	https://en.wiktionary.org/wiki/b%E1%BA%ADp_b%E1%BA%B9	U+20E6F	bập bẹ
陛	bệ	【汉】		U+965B	bệ hạ, bệ vệ, đường bệ, hạ bệ, bệ cửa, bệ bằng
䏶	bệ	【音】	https://en.wiktionary.org/wiki/b%E1%BB%87#Etymology_2	U+43F6	bệ rạc, bệ sệ
薜	bệ	【汉】		U+859C	bệ lệ
咟	béc	【音】	https://en.wiktionary.org/wiki/b%C3%A9c#Vietnamese	U+549F	béc phun
牧	béc	【訓】	https://en.wiktionary.org/wiki/b%C3%A9c-gi%C3%AA	U+7267	béc-giê
	bếch	【声】			[sử dụng để phiên âm]
白	bệch	【非】	https://en.wiktionary.org/wiki/b%E1%BB%87ch	U+767D	trắng bệch
𠷨	bẻm	【音】	https://vi.wiktionary.org/wiki/b%E1%BA%BBm	U+20DE8	bẻm mép
𤶒	ben	【音】	https://en.wiktionary.org/wiki/lang_ben	U+24D92	lang ben
䡢	ben	【音】	https://en.wiktionary.org/wiki/ben#Etymology_1_9	U+4862	xe ben, xe tải ben
𤊰	bén	【音】	https://en.wiktionary.org/wiki/b%C3%A9n#Vietnamese	U+242B0	lửa bén vào rơm, sắc bén
便	bèn	【非】	https://en.wiktionary.org/wiki/b%C3%A8n#Vietnamese	U+4FBF	ưng ý, bèn mua ngay
边	bên	【非】	https://en.wiktionary.org/wiki/b%C3%AAn#Vietnamese	U+8FB9	bên trong, bên trên, bên phải
惼	bẽn	【音】	https://en.wiktionary.org/wiki/b%E1%BA%BDn_l%E1%BA%BDn	U+60FC	bẽn lẽn
𣷷	bến	【音】	https://en.wiktionary.org/wiki/b%E1%BA%BFn	U+23DF7	bến nước, bến đò, bến cảng
𥑃	bền	【音】	https://en.wiktionary.org/wiki/b%E1%BB%81n	U+25443	bền vững, bền bỉ
辮	bện	【非】	https://en.wiktionary.org/wiki/b%E1%BB%87n	U+8FAE	bện chão
	beng	【声】			xà beng
𦛼	bênh	【音】	https://en.wiktionary.org/wiki/b%C3%AAnh	U+266FC	bênh vực, bấp bênh, nằm bênh bênh
	bênh	【声】			[sử dụng để phiên âm]
泙	bềnh	【音】	https://vi.wiktionary.org/wiki/l%E1%BB%81nh_b%E1%BB%81nh	U+6CD9	lềnh bềnh
病	bệnh	【汉】		U+75C5	bệnh tật, bệnh cảm, bệnh viện, bệnh nhân
豹	beo	【非】	https://en.wiktionary.org/wiki/beo#Etymology_1_3	U+8C79	cọp beo
𬿅	beo	【音】	https://en.wiktionary.org/wiki/beo#Etymology_2_4	U+2CFC5	đít beo, beo tai
㧼	béo	【音】	https://en.wiktionary.org/wiki/b%C3%A9o#Etymology_2_2	U+39FC	[=véo]
脿	béo	【音】	https://en.wiktionary.org/wiki/b%C3%A9o#Etymology_1_2	U+813F	béo ngậy
薸	bèo	【非】	https://en.wiktionary.org/wiki/b%C3%A8o#Vietnamese	U+85B8	lá bèo, bèo nhèo, bánh bèo
	bẽo	【声】			bạc bẽo
𠶓	bẻo	【音】	https://vi.wiktionary.org/wiki/b%E1%BA%BBo_l%E1%BA%BBo	U+20D93	bẻo lẻo, chèo bẻo
𠰏	bép	【音】	https://en.wiktionary.org/wiki/b%C3%A9p_x%C3%A9p	U+20C0F	bép xép
灶	bếp	【訓】	https://en.wiktionary.org/wiki/b%E1%BA%BFp	U+7076	nhà bếp, bếp lửa, dao bếp
𪣇	bẹp	【音】	https://en.wiktionary.org/wiki/b%E1%BA%B9p	U+2A8C7	đè bẹp, nằm bẹp, bẹp dúm
八	bét	【非】	https://en.wiktionary.org/wiki/b%C3%A9t#Etymology_3	U+516B	[Số đếm trong tiếng lóng lái lợn]
𬾋	bét	【音】	https://en.wiktionary.org/wiki/b%C3%A9t#Etymology_1	U+2CF8B	bét mắt, hạng bét, nát bét
𫊽	bét	【音】	https://en.wiktionary.org/wiki/b%C3%A9t#Etymology_2	U+2B2BD	ve bét
𡌀	bét	【音】	https://vi.wiktionary.org/wiki/be_b%C3%A9t	U+21300	be bét
𡌀	bết	【音】	https://en.wiktionary.org/wiki/b%E1%BA%BFt#Vietnamese	U+21300	bết bát, lết bết, bê bết
𡋾	bệt	【音】	https://en.wiktionary.org/wiki/b%E1%BB%87t	U+212FE	ngồi bệt, lệt bệt, cà phê bệt
琕	bi	【音】	https://en.wiktionary.org/wiki/bi#Etymology_1_4	U+7415	bút bi, bắn bi
悲	bi	【汉】		U+60B2	bi kịch, bi ai, bi thảm, bi quan, sầu bi, bi thiết
碑	bi	【汉】		U+7891	bi kí, bi văn
𤫰	bí	【音】	https://en.wiktionary.org/wiki/b%C3%AD#Etymology_1_3	U+24AF0	quả bí
秘	bí	【汉】		U+79D8	bí truyền, bí mật, bí quyết, bí thư, bí danh, bí bết
被	bí	【非】	https://vi.wikipedia.org/wiki/Th%E1%BB%B1c_v%E1%BA%ADt_c%C3%B3_hoa	U+88AB	thực vật bí tử
	bí	【声】			bí bo
比	bì	【非】	https://en.wiktionary.org/wiki/b%C3%AC#Etymology_2_2	U+6BD4	phân bì, so bì, suy bì
皮	bì	【汉】		U+76AE	phong bì, bao bì, trần bì, hạ bì
	bì	【声】			bì bõm
否	bĩ	【汉】		U+5426	vận bĩ, bĩ cực thái lai
俖	bĩ	【音】	https://vi.wiktionary.org/wiki/b%C4%A9_b%C3%A0ng	U+4FD6	bĩ bàng
比	bỉ	【汉】		U+6BD4	nước Bỉ
	bỉ	【声】			bền bỉ
彼	bỉ	【汉】		U+5F7C	bỉ ngạn, bỉ sắc tư phong
鄙	bỉ	【汉】		U+9119	thô bỉ
被	bị	【汉】		U+88AB	ba bị, bị động, bị cáo, năng nhặt chặt bị
备	bị	【汉】		U+5907	chuẩn bị, thiết bị
碑	bia	【非】	https://en.wiktionary.org/wiki/bia#Etymology_2_7	U+7891	bia mộ, bắn bia
啤	bia	【訓】	https://en.wiktionary.org/wiki/bia#Etymology_1_6	U+5564	rượu bia
皮	bìa	【非】	https://en.wiktionary.org/wiki/b%C3%ACa	U+76AE	bìa sách, bìa rừng
詖	bịa	【非】	https://en.wiktionary.org/wiki/b%E1%BB%8Ba	U+8A56	bịa đặt
碧	bích	【汉】		U+78A7	ngọc bích
𥴬	bịch	【音】	https://en.wiktionary.org/wiki/b%E1%BB%8Bch#Etymology_2	U+25D2C	bịch thóc, bịch kẹo, bồ bịch, bồ bịch
礔	bịch	【音】	https://en.wiktionary.org/wiki/b%E1%BB%8Bch#Etymology_1	U+7914	bịch ngực, lố bịch, bình bịch, nhảy bịch một cái
碧	biếc	【非】	https://en.wiktionary.org/wiki/bi%E1%BA%BFc	U+78A7	xanh biếc, lộc biếc
砭	biêm	【汉】		U+782D	châm biêm
貶	biếm	【汉】		U+8CB6	bao biếm, biếm hoạ
編	biên	【汉】		U+7DE8	chính biên, biên soạn
边	biên	【汉】		U+8FB9	biên giới, biên phòng, biên cương
遍	biến	【汉】		U+904D	phổ biến
变	biến	【汉】		U+53D8	biến mất, ứng biến, biến hoá, chính biến
洴	biền	【音】	https://en.wiktionary.org/wiki/bi%E1%BB%81n	U+6D34	bưng biền
	biền	【声】			biền biệt
匾	biển	【汉】		U+533E	biển hiệu, biển số, biển quảng cáo
海	biển	【訓】	https://en.wiktionary.org/wiki/bi%E1%BB%83n#Etymology_1	U+6D77	biển cả, mặt biển, bờ biển
騙	biển	【汉】		U+9A19	biển thủ
辨	biện	【汉】		U+8FA8	biện biệt
办	biện	【汉】		U+529E	biện pháp, biện rượu
辯	biện	【汉】		U+8FAF	biện luận, hùng biện, biện bạch, biện bác
怲	biếng	【音】	https://en.wiktionary.org/wiki/bi%E1%BA%BFng	U+6032	lười biếng
别	biết	【非】	https://en.wiktionary.org/wiki/bi%E1%BA%BFt	U+522B	biết đọc, biết điều, hiểu biết
别	biệt	【汉】		U+522B	đi biệt, biệt li, biệt tăm, biền biệt, biệt thự
俵	biếu	【非】	https://en.wiktionary.org/wiki/bi%E1%BA%BFu#Etymology_1	U+4FF5	kính biếu, biếu xén
表	biểu	【汉】		U+8868	đại biểu, biểu hiện, biểu đồ, thời khoá biểu
报	biểu	【非】	https://en.wiktionary.org/wiki/bi%E1%BB%83u#Etymology_1	U+62A5	Ê cu lại đây biểu!; Thằng kia, ra đây tao biểu!
	bìm	【声】			bìm bịp
𰏖	bỉm	【音】	https://en.wiktionary.org/wiki/b%E1%BB%89m	U+303D6	cái bỉm, bỉm đi
炞	pin	【音】	https://en.wiktionary.org/wiki/pin#Vietnamese	U+709E	pin sạc
	bịn	【声】			bịn rịn
兵	binh	【汉】		U+5175	binh sĩ, hiến binh, binh lính
丙	bính	【汉】		U+4E19	Bính Tí, Bính Dần
柄	bính	【汉】		U+67C4	quyền bính
平	bình	【汉】	southern	U+5E73	bình an, bình nguyên, bất bình, bình đẳng, hoà bình
屏	bình	【汉】		U+5C4F	tấm bình phong
	bình	【声】			bình bịch
瓶	bình	【汉】		U+74F6	bình nước, bình rượu
評	bình	【汉】		U+8A55	bình luận, bình phẩm
摒	bĩnh	【非】	https://en.wiktionary.org/wiki/b%C4%A9nh	U+6452	bầu bĩnh, phá bĩnh
	bỉnh	【声】			bướng bỉnh
病	bịnh	【非】	https://en.wiktionary.org/wiki/b%E1%BB%8Bnh	U+75C5	[=bệnh]
𪀐	bịp	【音】	https://en.wiktionary.org/wiki/b%C3%ACm_b%E1%BB%8Bp	U+2A010	bìm bịp
𧦟	bịp	【音】	https://en.wiktionary.org/wiki/b%E1%BB%8Bp	U+2799F	lừa bịp, bịp bợm
閉	bít	【非】	https://en.wiktionary.org/wiki/b%C3%ADt#Vietnamese	U+9589	bưng bít, bít tất
掩	bịt	【訓】	https://en.wiktionary.org/wiki/b%E1%BB%8Bt	U+63A9	bịt tai, bịt mặt, bịt trống, mũi tên bịt sắt
臕	bìu	【音】	https://en.wiktionary.org/wiki/b%C3%ACu	U+81D5	bìu díu, bìu dái
緥	bịu	【音】	https://vdict.com/b%E1%BB%8Bu,2,0,0.html	U+7DE5	một bịu quần áo
	bịu	【声】			bận bịu
𫹾	bo	【音】	https://en.wiktionary.org/wiki/bo_bo#Etymology_2	U+2BE7E	ki bo, giữ bo bo
硼	bo	【訓】	https://en.wiktionary.org/wiki/bo#Etymology_1_10	U+787C	
𥿠	bó	【音】	https://en.wiktionary.org/wiki/b%C3%B3#Vietnamese	U+25FE0	băng bó
虶	bò	【音】	https://en.wiktionary.org/wiki/b%C3%B2_v%E1%BA%BD	U+8676	bò vẽ
牛	bò	【訓】	https://en.wiktionary.org/wiki/b%C3%B2#Etymology_1	U+725B	bò cái, bò biển, quần bò, bánh bò
𨁏	bò	【音】	https://en.wiktionary.org/wiki/b%C3%B2#Etymology_2_2	U+2804F	rắn bò, bò dưới đất
𩶉	bò	【音】	https://vi.wikipedia.org/wiki/C%C3%A1_b%C3%B2	U+29D89	cá bò
俌	bô	【音】	https://en.wiktionary.org/wiki/b%C3%B4_l%C3%A3o	U+4FCC	bô lão
㗘	bô	【音】	https://en.wiktionary.org/wiki/b%C3%B4_b%C3%B4	U+35D8	nói bô bô
𥮉	pô	【音】	https://en.wiktionary.org/wiki/p%C3%B4#Vietnamese	U+25B89	ống pô, đổ pô nước giải
𠇛	bõ	【音】	https://en.wiktionary.org/wiki/b%C3%B5	U+201DB	chẳng bõ
布	bố	【汉】		U+5E03	bố cáo, bố trí, ban bố, bố cục, phân bố
父	bố	【非】	https://en.wiktionary.org/wiki/b%E1%BB%91#Etymology_1	U+7236	bố mẹ
怖	bố	【汉】		U+6016	khủng bố
菩	bồ	【汉】		U+83E9	bồ tát, bồ đề
葡	bồ	【汉】		U+8461	Bồ Đào Nha
麽	bồ	【音】	found in bồ nâu (“dioscorea cirrhosa, dyeing yam”), bồ quân (“flacourtia jangomas, Indian coffee plum”), bồ hóng (“soot”), bồ nhìn (“scarecrow”), etc. (Vũ Đức Nghiệu, 2019)	U+9EBD	bồ cào, bồ hóng, bồ hôi, bồ dục, bồ kết, bồ quân
蒲	bồ	【汉】		U+84B2	bồ liễu, bồ công anh
𠏆	bồ	【音】	https://en.wiktionary.org/wiki/b%E1%BB%93#Etymology_1_2	U+203C6	cặp bồ, bồ nhí, bồ bịch, bồ tèo
篰	bồ	【音】	https://en.wiktionary.org/wiki/b%E1%BB%93#Etymology_2_2	U+7BF0	bồ bịch, một bồ dao găm
𪁭	bồ	【音】	https://en.wiktionary.org/wiki/b%E1%BB%93#Etymology_3	U+2A06D	bồ câu, bồ nông
𠬃	bỏ	【音】	https://en.wiktionary.org/wiki/b%E1%BB%8F#Etymology_1	U+20B03	ghét bỏ, bỏ qua, từ bỏ, vứt bỏ
萉	bơ	【音】	https://en.wiktionary.org/wiki/b%C6%A1#Etymology_1	U+8409	phết bơ vào bánh mì
𢗌	bơ	【音】	https://en.wiktionary.org/wiki/b%C6%A1#Etymology_2	U+225CC	bơ vơ, tỉnh bơ
	bơ	【声】			bơ phờ
𠜙	bổ	【音】	https://en.wiktionary.org/wiki/b%E1%BB%95#Etymology_1	U+20719	bổ củi, bổ chửng
补	bổ	【汉】		U+8865	bổ sung, tu bổ, bổ huyết, bổ ngữ
𧌂	bọ	【音】	https://en.wiktionary.org/wiki/b%E1%BB%8D#Etymology_1	U+27302	sâu bọ
	bớ	【声】			bắt bớ
岸	bờ	【訓】	https://en.wiktionary.org/wiki/b%E1%BB%9D#Etymology_1	U+5CB8	bờ biển, bờ ruộng, Bờ-lây-cu (Pleiku)
	bỡ	【声】			bỡ ngỡ
步	bộ	【汉】		U+6B65	Bộ tụi bây thấy chán lắm hay sao vậy?, đi bộ, bách bộ, đồng bộ, đường bộ, bộ binh, lính thuỷ đánh bộ
部	bộ	【汉】		U+90E8	bộ phận, cán bộ, bộ dạng, làm bộ, toàn bộ, bộ quần áo
簿	bộ	【汉】	regional	U+7C3F	đăng bộ, hương bộ
𥑁	bở	【音】	https://en.wiktionary.org/wiki/b%E1%BB%9F	U+25441	khoai bở, tưởng bở, vớ bở
𠴙	bợ	【音】	https://en.wiktionary.org/wiki/b%E1%BB%A3#Etymology_1	U+20D19	nịnh bợ
偹	bợ	【音】	https://en.wiktionary.org/wiki/b%E1%BB%A3#Etymology_2	U+5079	tạm bợ
剥	bóc	【訓】	https://en.wiktionary.org/wiki/b%C3%B3c#Vietnamese	U+5265	bóc lột, bóc vỏ
卜	bốc	【汉】		U+535C	chiêm bốc
擈	bốc	【音】	https://en.wiktionary.org/wiki/b%E1%BB%91c#Etymology_1_2	U+64C8	bốc thăm, bốc thuốc
𫶽	bọc	【音】	https://en.wiktionary.org/wiki/b%E1%BB%8Dc	U+2BDBD	bao bọc, đùm bọc
仆	bộc	【汉】		U+4EC6	nô bộc
曝	bộc	【汉】		U+66DD	bộc lộ, bộc tuệch
爆	bộc	【汉】		U+7206	bộc phát
𧴤	bói	【音】	https://en.wiktionary.org/wiki/b%C3%B3i#Vietnamese	U+27D24	xem bói
𫽗	bôi	【音】	https://en.wiktionary.org/wiki/b%C3%B4i#Vietnamese	U+2BF57	bôi nhọ, bôi bác
貝	bối	【汉】		U+8C9D	bảo bối
背	bối	【汉】		U+80CC	bối cảnh
𦁀	bối	【音】	https://en.wiktionary.org/wiki/b%C3%AA_b%E1%BB%91i	U+26040	bối rối, bê bối
輩	bối	【汉】		U+8F29	tiền bối, hậu bối, trưởng bối
培	bồi	【汉】		U+57F9	bồi dưỡng, bồi bổ, bồi đắp, giấy bồi
徘	bồi	【汉】		U+5F98	bồi hồi
僮	bồi	【訓】	https://en.wiktionary.org/wiki/b%E1%BB%93i#Etymology_3	U+50EE	bồi bàn, bồi bếp
賠	bồi	【汉】		U+8CE0	bồi thường, bồi hoàn
𬈺	bơi	【音】	https://en.wiktionary.org/wiki/b%C6%A1i#Etymology_1	U+2C23A	đồ bơi, bơi qua sông
𢭿	bới	【音】	https://en.wiktionary.org/wiki/b%E1%BB%9Bi	U+22B7F	bới móc, đào bới
𢱎	bời	【音】	https://en.wiktionary.org/wiki/ch%C6%A1i_b%E1%BB%9Di	U+22C4E	rối bời, chơi bời
𤦍	bội	【音】	https://en.wiktionary.org/wiki/h%C3%A1t_b%E1%BB%99i	U+2498D	hát bội
佩	bội	【汉】		U+4F69	bội phục, ngọc bội
背	bội	【汉】		U+80CC	bội ước, bội bạc, bội ơn
倍	bội	【汉】		U+500D	bội số, gấp bội
由	bởi	【訓】	https://en.wiktionary.org/wiki/b%E1%BB%9Fi	U+7531	bởi vì, bởi tại
柉	bom	【音】	https://en.wiktionary.org/wiki/bom#Etymology_2_5	U+67C9	quả bom
𤇮	bom	【音】	https://en.wiktionary.org/wiki/bom#Etymology_1_4	U+241EE	bom đạn, ném bom
	bôm	【声】			bôm bốp
喯	bõm	【音】	https://en.wiktionary.org/wiki/l%C3%B5m_b%C3%B5m	U+55AF	bì bõm, lõm bõm
呠	bỏm	【音】	https://en.wiktionary.org/wiki/b%E1%BB%8Fm_b%E1%BA%BBm	U+5460	bỏm bẻm
泵	bơm	【訓】	https://en.wiktionary.org/wiki/b%C6%A1m	U+6CF5	cái bơm, bơm nước
𣭛	bờm	【音】	https://en.wiktionary.org/wiki/b%E1%BB%9Dm#Etymology_1	U+23B5B	bờm ngựa, bờm xờm, thằng bờm
姂	bợm	【音】	https://en.wiktionary.org/wiki/b%E1%BB%A3m	U+59C2	bịp bợm, bợm già, bợm nhậu
𨁼	bon	【音】	https://en.wiktionary.org/wiki/bon#Vietnamese	U+2807C	bon chen
𢫆	bón	【音】	https://en.wiktionary.org/wiki/b%C3%B3n#Etymology_2_3	U+22AC6	bón phân
𤵳	bón	【音】	https://en.wiktionary.org/wiki/b%C3%B3n#Etymology_1_3	U+24D73	táo bón
𪝕	bòn	【音】	https://en.wiktionary.org/wiki/b%C3%B2n	U+2A755	bòn rút, bòn mót
奔	bôn	【汉】		U+5954	bôn chôn, bôn ba
四	bốn	【訓】	https://en.wiktionary.org/wiki/b%E1%BB%91n	U+56DB	bốn phương, nhà bốn tầng
盆	bồn	【汉】		U+76C6	bồn tài, bồn địa, lá chà bồn, lâm bồn, sông Thu Bồn
	bồn	【声】			bồn chồn
𩺡	bơn	【音】	https://en.wiktionary.org/wiki/th%E1%BB%9Dn_b%C6%A1n	U+29EA1	thờn bơn
本	bổn	【汉】	southern	U+672C	bổn phận, bổn vương, bổn báo
𡇐	bọn	【音】	https://en.wiktionary.org/wiki/b%E1%BB%8Dn#Vietnamese	U+211D0	kết bọn, bọn mày
坌	bộn	【汉】		U+574C	
	bộn	【声】			bộn bề
	bong	【声】			bong bóng
𢸚	bong	【音】	https://en.wiktionary.org/wiki/bong#Vietnamese	U+22E1A	bong gân, bong tróc, trắng bong
𡞗	bóng	【音】	https://en.wiktionary.org/wiki/b%C3%B3ng#Etymology_3	U+21797	đồng bóng
球	bóng	【訓】	https://en.wiktionary.org/wiki/b%C3%B3ng#Etymology_1	U+7403	bong bóng, bóng đèn, bóng đá
影	bóng	【訓】	https://en.wiktionary.org/wiki/b%C3%B3ng#Etymology_2	U+5F71	đứng bóng, sáng bóng, bóng lộn, bóng cây, bóng mát
槰	bòng	【音】	https://vi.wiktionary.org/wiki/b%C3%B2ng	U+69F0	cây bòng, quả bòng
䙜	bòng	【音】	https://vi.wiktionary.org/wiki/b%C3%B2ng (3)	U+465C	đèo bòng, mang bòng đi đường, mượn cái bao bòng bột
𬜥	bông	【音】	https://en.wiktionary.org/wiki/b%C3%B4ng#Etymology_1_2	U+2C725	bông hoa, chăn bông, gấu bông
𩸮	bống	【音】	https://en.wiktionary.org/wiki/b%E1%BB%91ng#Vietnamese	U+29E2E	cá bống
摓	bồng	【音】	https://en.wiktionary.org/wiki/b%E1%BB%93ng#Etymology_1	U+6453	bồng bế
蓬	bồng	【汉】		U+84EC	bồng lai
驀	bỗng	【訓】	https://en.wiktionary.org/wiki/b%E1%BB%97ng	U+9A40	bỗng chốc, bỗng nhiên, ngọn đèn bỗng tắt
𤊡	bỏng	【音】	https://en.wiktionary.org/wiki/b%E1%BB%8Fng	U+242A1	bị bỏng, bỏng ngô
俸	bổng	【汉】		U+4FF8	lương bổng, học bổng
𫗉	bổng	【音】	https://en.wiktionary.org/wiki/b%E1%BB%95ng#Etymology_1	U+2B5C9	bay bổng, nhấc bổng
	boong	【声】			boong boong
𲔒	boong	【音】	https://en.wiktionary.org/wiki/boong#Etymology_3	U+32512	cái boong
𱼸	boong	【音】	https://en.wiktionary.org/wiki/boong#Etymology_1_2	U+31F38	boong tàu
𢯒	bóp	【音】	https://en.wiktionary.org/wiki/b%C3%B3p#Etymology_1	U+22BD2	bóp thắng
	bốp	【声】			bôm bốp
	bộp	【声】			bộp chộp
𥩾	bốt	【音】	https://en.wiktionary.org/wiki/b%E1%BB%91t#Etymology_2_2	U+25A7E	bốt gác, bốt cảnh sát
𩋚	bốt	【音】	https://en.wiktionary.org/wiki/b%E1%BB%91t#Etymology_1_2	U+292DA	bốt cao-su, chân đi đôi bốt trắng
沫	bọt	【訓】	https://en.wiktionary.org/wiki/b%E1%BB%8Dt	U+6CAB	nước bọt, bèo bọt, bọt sóng
減	bớt	【訓】	https://en.wiktionary.org/wiki/b%E1%BB%9Bt#Etymology_2	U+6E1B	giảm bớt, thêm bớt, ăn bớt, bớt thuế
𤴭	bớt	【音】	https://en.wiktionary.org/wiki/b%E1%BB%9Bt#Etymology_1	U+24D2D	bớt xanh
勃	bột	【汉】		U+52C3	bột mì, bột màu xanh, bồng bột, bột phát, bột khởi
𡜵	bu	【音】	https://en.wiktionary.org/wiki/bu#Etymology_2_4	U+21735	bu ơi
裒	bu	【訓】	https://en.wiktionary.org/wiki/bu#Etymology_3_3	U+88D2	[=bâu]
䈻	bu	【音】	https://en.wiktionary.org/wiki/bu#Etymology_1_3	U+423B	cái bu để rốt gà
咘	bú	【音】	https://en.wiktionary.org/wiki/b%C3%BA#Etymology_1_4	U+5498	bú mớm
补	bù	【非】	https://en.wiktionary.org/wiki/b%C3%B9#Etymology_1	U+8865	đền bù, bù đắp
麽	bù	【音】	https://en.wiktionary.org/wiki/b%C3%B9_nh%C3%ACn	U+9EBD	bù nhìn
膆	bụ	【訓】	https://en.wiktionary.org/wiki/b%E1%BB%A5#Vietnamese	U+8186	bụ bẫm, cổ tay em bé bụ
𢇳	bự	【音】	https://en.wiktionary.org/wiki/b%E1%BB%B1	U+221F3	bự đùng, to bự, ông bự, cổ bự ghét, mặt bự phấn, trái thơm bự
斧	búa	【非】	https://en.wiktionary.org/wiki/b%C3%BAa#Vietnamese	U+65A7	búa rìu, hóc búa, trên đe dưới búa
符	bùa	【非】	https://en.wiktionary.org/wiki/b%C3%B9a#Vietnamese	U+7B26	bùa phép, yểm bùa
䋠	bủa	【音】	https://en.wiktionary.org/wiki/b%E1%BB%A7a#Vietnamese	U+42E0	bủa lưới, bủa vây
耙	bừa	【非】	https://en.wiktionary.org/wiki/b%E1%BB%ABa#Etymology_1	U+8019	cày bừa
耚	bừa	【音】	https://en.wiktionary.org/wiki/b%E1%BB%ABa#Etymology_2	U+801A	bừa bãi
𩛷	bữa	【音】	https://en.wiktionary.org/wiki/b%E1%BB%AFa	U+296F7	bữa ăn, bữa tiệc
𭎟	bựa	【音】	https://en.wiktionary.org/wiki/b%E1%BB%B1a	U+2D39F	bựa cơm, bựa răng
圤	bục	【音】	https://en.wiktionary.org/wiki/b%E1%BB%A5c	U+5724	bục giảng, lục bục
逼	bức	【汉】		U+903C	bức cung, bức bách, nóng bức
幅	bức	【汉】		U+5E45	bức tranh, bức tường
輻	bức	【汉】		U+8F3B	bức xạ
踾	bực	【音】	https://en.wiktionary.org/wiki/b%E1%BB%B1c#Etymology_1	U+8E3E	[=bậc]
煩	bực	【訓】	https://en.wiktionary.org/wiki/b%E1%BB%B1c#Etymology_2	U+7169	buồn bực, bực dọc
啻	bui	【訓】	https://en.wiktionary.org/wiki/bui#Vietnamese	U+557B	bui có một lòng trung lẫn hiếu
筫	búi	【音】	https://en.wiktionary.org/wiki/b%C3%BAi#Vietnamese	U+7B6B	búi cỏ, búi tóc lại
𦢄	bùi	【音】	https://en.wiktionary.org/wiki/b%C3%B9i	U+26884	bùi tai
裴	bùi	【汉】		U+88F4	họ Bùi
尘	bụi	【訓】	https://en.wiktionary.org/wiki/b%E1%BB%A5i#Etymology_1	U+5C18	bụi đời, bụi bặm
丛	bụi	【訓】	https://en.wiktionary.org/wiki/b%E1%BB%A5i#Etymology_2	U+4E1B	bụi rậm, cây bụi
	bùm	【声】			
𣱭	bủm	【音】	https://rung.vn/vi_en/bum	U+23C6D	cái bủm
𠏟	bụm	【音】	https://en.wiktionary.org/wiki/b%E1%BB%A5m	U+203DF	một bụm gạo, bụm miệng cười
粉	bún	【訓】	https://en.wiktionary.org/wiki/b%C3%BAn#Vietnamese	U+7C89	bún mọc
泥	bùn	【訓】	https://en.wiktionary.org/wiki/b%C3%B9n#Etymology_1	U+6CE5	đất bùn, bùn lầy
㤓	bủn	【音】	https://en.wiktionary.org/wiki/b%E1%BB%A7n#Vietnamese	U+3913	bủn xỉn, bủn rủn
𨮇	bung	【音】	https://en.wiktionary.org/wiki/bung#Vietnamese	U+28B87	bung xung
风	bùng	【非】	https://en.wiktionary.org/wiki/b%C3%B9ng	U+98CE	bùng nổ, bùng phát
𣵮	bưng	【音】	https://en.wiktionary.org/wiki/b%C6%B0ng#Etymology_2	U+23D6E	bưng biền
𢬄	bưng	【音】	https://en.wiktionary.org/wiki/b%C6%B0ng#Etymology_1	U+22B04	bưng bít
腹	bụng	【訓】	https://en.wiktionary.org/wiki/b%E1%BB%A5ng	U+8179	bụng dạ, đói bụng
挷	bứng	【音】	https://en.wiktionary.org/wiki/b%E1%BB%A9ng	U+6337	bứng cây, bứng cả gia đình đi lên miền núi
𤇊	bừng	【音】	https://en.wiktionary.org/wiki/b%E1%BB%ABng	U+241CA	đỏ bừng, tưng bừng
